n = 30
m = 5
s[0] = 1
s[1] = 1
s[2] = 1
s[3] = 0
s[4] = 1
s[5] = 1
s[6] = 0
s[7] = 1
s[8] = 0
s[9] = 0
s[10] = 0
s[11] = 0
s[12] = 1
s[13] = 1
s[14] = 0
s[15] = 0
s[16] = 1
s[17] = 0
s[18] = 0
s[19] = 1
s[20] = 0
s[21] = 0
s[22] = 1
s[23] = 1
s[24] = 0
s[25] = 0
s[26] = 0
s[27] = 0
s[28] = 1
s[29] = 1
Starting 3D- side chains

I:0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 
Io:1 3 5 7 9 11 13 15 17 19 21 23 25 27 29 
Ie:0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 
Ho:3 9 11 15 17 21 25 27 
74,73 ; 74,69 ; 74,99 ; 74,49 ; 74,0 ; 74,0 ; 
75,76 ; 75,80 ; 75,100 ; 75,50 ; 75,0 ; 75,0 ; 
76,77 ; 76,75 ; 76,81 ; 76,101 ; 76,51 ; 76,0 ; 
77,78 ; 77,76 ; 77,82 ; 77,102 ; 77,52 ; 77,0 ; 
78,79 ; 78,77 ; 78,83 ; 78,103 ; 78,53 ; 78,0 ; 
79,78 ; 79,84 ; 79,104 ; 79,54 ; 79,0 ; 79,0 ; 
80,81 ; 80,85 ; 80,75 ; 80,105 ; 80,55 ; 80,0 ; 
81,82 ; 81,80 ; 81,86 ; 81,76 ; 81,106 ; 81,56 ; 
82,83 ; 82,81 ; 82,87 ; 82,77 ; 82,107 ; 82,57 ; 
83,84 ; 83,82 ; 83,88 ; 83,78 ; 83,108 ; 83,58 ; 
84,83 ; 84,89 ; 84,79 ; 84,109 ; 84,59 ; 84,0 ; 
85,86 ; 85,90 ; 85,80 ; 85,110 ; 85,60 ; 85,0 ; 
86,87 ; 86,85 ; 86,91 ; 86,81 ; 86,111 ; 86,61 ; 
87,88 ; 87,86 ; 87,92 ; 87,82 ; 87,112 ; 87,62 ; 
88,89 ; 88,87 ; 88,93 ; 88,83 ; 88,113 ; 88,63 ; 
89,88 ; 89,94 ; 89,84 ; 89,114 ; 89,64 ; 89,0 ; 
90,91 ; 90,95 ; 90,85 ; 90,115 ; 90,65 ; 90,0 ; 
91,92 ; 91,90 ; 91,96 ; 91,86 ; 91,116 ; 91,66 ; 
92,93 ; 92,91 ; 92,97 ; 92,87 ; 92,117 ; 92,67 ; 
93,94 ; 93,92 ; 93,98 ; 93,88 ; 93,118 ; 93,68 ; 
94,93 ; 94,99 ; 94,89 ; 94,119 ; 94,69 ; 94,0 ; 
95,96 ; 95,90 ; 95,120 ; 95,70 ; 95,0 ; 95,0 ; 
96,97 ; 96,95 ; 96,91 ; 96,121 ; 96,71 ; 96,0 ; 
97,98 ; 97,96 ; 97,92 ; 97,122 ; 97,72 ; 97,0 ; 
98,99 ; 98,97 ; 98,93 ; 98,123 ; 98,73 ; 98,0 ; 
99,98 ; 99,94 ; 99,124 ; 99,74 ; 99,0 ; 99,0 ; 
100,101 ; 100,105 ; 100,75 ; 100,0 ; 100,0 ; 100,0 ; 
101,102 ; 101,100 ; 101,106 ; 101,76 ; 101,0 ; 101,0 ; 
102,103 ; 102,101 ; 102,107 ; 102,77 ; 102,0 ; 102,0 ; 
103,104 ; 103,102 ; 103,108 ; 103,78 ; 103,0 ; 103,0 ; 
104,103 ; 104,109 ; 104,79 ; 104,0 ; 104,0 ; 104,0 ; 
105,106 ; 105,110 ; 105,100 ; 105,80 ; 105,0 ; 105,0 ; 
106,107 ; 106,105 ; 106,111 ; 106,101 ; 106,81 ; 106,0 ; 
107,108 ; 107,106 ; 107,112 ; 107,102 ; 107,82 ; 107,0 ; 
108,109 ; 108,107 ; 108,113 ; 108,103 ; 108,83 ; 108,0 ; 
109,108 ; 109,114 ; 109,104 ; 109,84 ; 109,0 ; 109,0 ; 
110,111 ; 110,115 ; 110,105 ; 110,85 ; 110,0 ; 110,0 ; 
111,112 ; 111,110 ; 111,116 ; 111,106 ; 111,86 ; 111,0 ; 
112,113 ; 112,111 ; 112,117 ; 112,107 ; 112,87 ; 112,0 ; 
113,114 ; 113,112 ; 113,118 ; 113,108 ; 113,88 ; 113,0 ; 
114,113 ; 114,119 ; 114,109 ; 114,89 ; 114,0 ; 114,0 ; 
115,116 ; 115,120 ; 115,110 ; 115,90 ; 115,0 ; 115,0 ; 
116,117 ; 116,115 ; 116,121 ; 116,111 ; 116,91 ; 116,0 ; 
117,118 ; 117,116 ; 117,122 ; 117,112 ; 117,92 ; 117,0 ; 
118,119 ; 118,117 ; 118,123 ; 118,113 ; 118,93 ; 118,0 ; 
119,118 ; 119,124 ; 119,114 ; 119,94 ; 119,0 ; 119,0 ; 
120,121 ; 120,115 ; 120,95 ; 120,0 ; 120,0 ; 120,0 ; 
121,122 ; 121,120 ; 121,116 ; 121,96 ; 121,0 ; 121,0 ; 
122,123 ; 122,121 ; 122,117 ; 122,97 ; 122,0 ; 122,0 ; 
123,124 ; 123,122 ; 123,118 ; 123,98 ; 123,0 ; 123,0 ; 
124,123 ; 124,119 ; 124,99 ; 124,0 ; 124,0 ; 124,0 ; 
###########################################
int [][] neighbours = {
{1,5,25,0,0,0},
{2,0,6,26,0,0},
{3,1,7,27,0,0},
{4,2,8,28,0,0},
{3,9,29,0,0,0},
{6,10,0,30,0,0},
{7,5,11,1,31,0},
{8,6,12,2,32,0},
{9,7,13,3,33,0},
{8,14,4,34,0,0},
{11,15,5,35,0,0},
{12,10,16,6,36,0},
{13,11,17,7,37,0},
{14,12,18,8,38,0},
{13,19,9,39,0,0},
{16,20,10,40,0,0},
{17,15,21,11,41,0},
{18,16,22,12,42,0},
{19,17,23,13,43,0},
{18,24,14,44,0,0},
{21,15,45,0,0,0},
{22,20,16,46,0,0},
{23,21,17,47,0,0},
{24,22,18,48,0,0},
{23,19,49,0,0,0},
{26,30,50,0,0,0},
{27,25,31,51,1,0},
{28,26,32,52,2,0},
{29,27,33,53,3,0},
{28,34,54,4,0,0},
{31,35,25,55,5,0},
{32,30,36,26,56,6},
{33,31,37,27,57,7},
{34,32,38,28,58,8},
{33,39,29,59,9,0},
{36,40,30,60,10,0},
{37,35,41,31,61,11},
{38,36,42,32,62,12},
{39,37,43,33,63,13},
{38,44,34,64,14,0},
{41,45,35,65,15,0},
{42,40,46,36,66,16},
{43,41,47,37,67,17},
{44,42,48,38,68,18},
{43,49,39,69,19,0},
{46,40,70,20,0,0},
{47,45,41,71,21,0},
{48,46,42,72,22,0},
{49,47,43,73,23,0},
{48,44,74,24,0,0},
{51,55,75,25,0,0},
{52,50,56,76,26,0},
{53,51,57,77,27,0},
{54,52,58,78,28,0},
{53,59,79,29,0,0},
{56,60,50,80,30,0},
{57,55,61,51,81,31},
{58,56,62,52,82,32},
{59,57,63,53,83,33},
{58,64,54,84,34,0},
{61,65,55,85,35,0},
{62,60,66,56,86,36},
{63,61,67,57,87,37},
{64,62,68,58,88,38},
{63,69,59,89,39,0},
{66,70,60,90,40,0},
{67,65,71,61,91,41},
{68,66,72,62,92,42},
{69,67,73,63,93,43},
{68,74,64,94,44,0},
{71,65,95,45,0,0},
{72,70,66,96,46,0},
{73,71,67,97,47,0},
{74,72,68,98,48,0},
{73,69,99,49,0,0},
{76,80,100,50,0,0},
{77,75,81,101,51,0},
{78,76,82,102,52,0},
{79,77,83,103,53,0},
{78,84,104,54,0,0},
{81,85,75,105,55,0},
{82,80,86,76,106,56},
{83,81,87,77,107,57},
{84,82,88,78,108,58},
{83,89,79,109,59,0},
{86,90,80,110,60,0},
{87,85,91,81,111,61},
{88,86,92,82,112,62},
{89,87,93,83,113,63},
{88,94,84,114,64,0},
{91,95,85,115,65,0},
{92,90,96,86,116,66},
{93,91,97,87,117,67},
{94,92,98,88,118,68},
{93,99,89,119,69,0},
{96,90,120,70,0,0},
{97,95,91,121,71,0},
{98,96,92,122,72,0},
{99,97,93,123,73,0},
{98,94,124,74,0,0},
{101,105,75,0,0,0},
{102,100,106,76,0,0},
{103,101,107,77,0,0},
{104,102,108,78,0,0},
{103,109,79,0,0,0},
{106,110,100,80,0,0},
{107,105,111,101,81,0},
{108,106,112,102,82,0},
{109,107,113,103,83,0},
{108,114,104,84,0,0},
{111,115,105,85,0,0},
{112,110,116,106,86,0},
{113,111,117,107,87,0},
{114,112,118,108,88,0},
{113,119,109,89,0,0},
{116,120,110,90,0,0},
{117,115,121,111,91,0},
{118,116,122,112,92,0},
{119,117,123,113,93,0},
{118,124,114,94,0,0},
{121,115,95,0,0,0},
{122,120,116,96,0,0},
{123,121,117,97,0,0},
{124,122,118,98,0,0},
{123,119,99,0,0,0}
};
int [] neighboursSize = {
3,4,4,4,3,4,5,5,5,4,4,5,5,5,4,4,5,5,5,4,3,4,4,4,3,4,5,5,5,4,5,6,6,6,5,5,6,6,6,5,5,6,6,6,5,4,5,5,5,4,4,5,5,5,4,5,6,6,6,5,5,6,6,6,5,5,6,6,6,5,4,5,5,5,4,4,5,5,5,4,5,6,6,6,5,5,6,6,6,5,5,6,6,6,5,4,5,5,5,4,3,4,4,4,3,4,5,5,5,4,4,5,5,5,4,4,5,5,5,4,3,4,4,4,3};
###########################################
OpenJDK 64-Bit Server VM warning: You have loaded library /home/users/leandro/ILOG/CPLEX_Studio125/cplex/bin/x86-64_sles10_4.1/libcplex125.so which might have disabled stack guard. The VM will try to fix the stack guard now.
It's highly recommended that you fix the library with 'execstack -c <libfile>', or link it with '-z noexecstack'.
Tried aggregator 1 time.
Presolve time = 0,03 sec. (39,75 ticks)
Probing time = 0,03 sec. (14,40 ticks)
Tried aggregator 1 time.
Presolve time = 0,03 sec. (39,84 ticks)
Probing time = 0,03 sec. (14,40 ticks)
Clique table members: 118930.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 8 threads.
Root relaxation solution time = 3,33 sec. (3115,58 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0       38,3226  5220                     38,3226        9         
*     0+    0                            1,0000       38,3226        9     --- 
      0     2       38,3226  1746        1,0000       38,3226        9     --- 
Elapsed time = 101,78 sec. (107237,61 ticks, tree = 0,01 MB, solutions = 1)
      1     3       38,3226  3248        1,0000       38,3226    67990     --- 
      2     4       35,7097  2511        1,0000       38,3226   129324     --- 
      3     5       38,3226  2752        1,0000       38,3226   162205     --- 
*     4+    4                            4,0000       38,3226   207871  858,06%
*     4+    4                           10,0000       38,3226   207871  283,23%
      4     6       33,1167  1529       10,0000       38,3226   207871  283,23%
*     5+    5                           14,0000       38,3226   235555  173,73%
*     5+    5                           17,0000       38,3226   235555  125,43%
      6     8       33,1167  1557       17,0000       38,3226   256094  125,43%
      8    10       31,5763  1334       17,0000       38,3226   316651  125,43%
      9    11       38,3226  2776       17,0000       38,3226   340977  125,43%
     12    14       33,1167  1603       17,0000       38,3226   414364  125,43%
     15    17       33,1167  3030       17,0000       38,3226   522854  125,43%
     17    19       30,6610  1622       17,0000       38,3226   537816  125,43%
Elapsed time = 283,84 sec. (319316,80 ticks, tree = 0,01 MB, solutions = 6)
     19    21       38,3226  2608       17,0000       38,3226   545444  125,43%
     24    26       32,2958  1865       17,0000       38,3226   598983  125,43%
     32    34       32,2958  1987       17,0000       38,3226   642052  125,43%
     40    42       30,4595  1325       17,0000       38,3226   704095  125,43%
    131   115       35,7097  2315       17,0000       38,3226  1036487  125,43%
    138   122       32,2938  2181       17,0000       38,3226  1056104  125,43%
    146   130       35,7097  2665       17,0000       38,3226  1074740  125,43%
    162   146       32,2914  2147       17,0000       38,3226  1120492  125,43%
    170   154       35,7097  2616       17,0000       38,3226  1148772  125,43%
    242   220       33,3000  2367       17,0000       38,3226  1347734  125,43%
Elapsed time = 477,81 sec. (384378,34 ticks, tree = 2,20 MB, solutions = 6)
    272   248       35,7097  2161       17,0000       38,3226  1423985  125,43%
*   445   358      integral     0       20,0000       38,3226  1700755   91,61%
    658   492       38,3226  2454       20,0000       38,3226  2136299   91,61%
    659   493       35,7097  2367       20,0000       38,3226  2170295   91,61%
    671   503       35,7097  2575       20,0000       38,3226  2316956   91,61%
    717   549       38,3226  2447       20,0000       38,3226  2461370   91,61%
    719   551       32,2938  1928       20,0000       38,3226  2470509   91,61%
    723   555       29,8435  1436       20,0000       38,3226  2477728   91,61%
    911   711       35,7097  2282       20,0000       38,3226  2834100   91,61%
   1052   844       35,7097  2396       20,0000       38,3226  3095682   91,61%
Elapsed time = 755,65 sec. (492832,40 ticks, tree = 18,76 MB, solutions = 7)
   1056   848       32,2938  1794       20,0000       38,3226  3105350   91,61%
   1059   851       35,2487  2239       20,0000       38,3226  3116833   91,61%
   1075   867       35,2857  2032       20,0000       38,3226  3150056   91,61%
   1091   883       35,2650  2093       20,0000       38,3226  3186006   91,61%
   1107   899       38,0323  2552       20,0000       38,3226  3227985   91,61%
   1108   900       32,2914  2035       20,0000       38,3226  3236441   91,61%
   1115   907       35,2353  2041       20,0000       38,3226  3252181   91,61%
   1131   923       38,0323  2555       20,0000       38,3226  3279086   91,61%
   1139   931       35,2406  2091       20,0000       38,3226  3299849   91,61%
   1155   947       38,0323  2535       20,0000       38,3226  3338655   91,61%
Elapsed time = 853,90 sec. (515005,26 ticks, tree = 18,88 MB, solutions = 7)
   1168   960       32,2938  1883       20,0000       38,3226  3358479   91,61%
   1171   963       35,3127  2014       20,0000       38,3226  3367163   91,61%
   1190   982       33,3000  2123       20,0000       38,3226  3416112   91,61%
   1295  1087       38,0323  2504       20,0000       38,3226  3539252   91,61%
   1297  1089       35,7097  2503       20,0000       38,3226  3541128   91,61%
   1346  1138       38,0323  2469       20,0000       38,3226  3688372   91,61%
   1347  1139       32,2938  2174       20,0000       38,3226  3722137   91,61%
   1363  1155       32,2914  1980       20,0000       38,3226  3869412   91,61%
   1378  1170       35,2460  1929       20,0000       38,3226  3910751   91,61%
   1379  1171       32,2958  2036       20,0000       38,3226  3916637   91,61%
Elapsed time = 997,96 sec. (579927,59 ticks, tree = 29,06 MB, solutions = 7)
   1394  1186       35,2460  2179       20,0000       38,3226  3951834   91,61%
   1403  1195       35,7097  2419       20,0000       38,3226  3971331   91,61%
   1410  1202       35,2844  2092       20,0000       38,3226  3987592   91,61%
   1426  1218       38,0323  2569       20,0000       38,3226  4019539   91,61%
   1434  1226       37,9333  2571       20,0000       38,3226  4036145   91,61%
   1442  1234       35,2460  2080       20,0000       38,3226  4052419   91,61%
   1458  1250       35,2500  1985       20,0000       38,3226  4090045   91,61%
   1466  1258       37,9333  2651       20,0000       38,3226  4115277   91,61%
   1496  1288       32,2938  1903       20,0000       38,3226  4190059   91,61%
